'job_name','company_name','update_date','welfare','job_description'
'QUAY CLIP - CHỤP HÌNH - EDIT HẬU KỲ(Mã:CV2023-26847) ','DOOGO - COFFEE','Ngày cập nhật: 20/12/2023','[' - Lương 24k/h\xa0<br> - Thưởng thêm nếu tăng được doanh thu dịch vụ.']',''
'KHO / VĂN PHÒNG / NHẬP LIỆU(Mã:CV2021-25996) ','CÔNG TY TNHH TM MẪN ĐẠT','Ngày cập nhật: 25/10/2021','[' Nhân viên Lễ tân/ Nhập liệu/ Thiết kế/ Phụ việc Văn phòng/ Nhân viên IT: lương\xa0từ 6 triệu - 8\xa0triệu/tháng.', ' Nhân viên Giao hàng: lương\xa0từ 9 triệu - 10\xa0triệu/tháng.', ' Nhân viên Kho: lương từ\xa07 triệu - 9\xa0triệu/tháng.']','- Làm việc cho công ty chuyên về văn phòng phẩm và khắc dấu'
'TRỢ LÝ VĂN PHÒNG(Mã:CV2021-26011) ','SIÊU THỊ BLUE OLIVE MART','Ngày cập nhật: 23/06/2021','[' - Mức lương: 6.000.000 - 8.000.000 + thưởng', ' - Được hưởng lương tháng 13 và các trợ cấp khác', ' - Được hướng dẫn làm việc cụ thể']',''
'NHÂN VIÊN KỸ THUẬT(Mã:CV2019-25278) ','CÔNG TY TNHH TM DV KỸ THUẬT TRẦN NGUYÊN','Ngày cập nhật: 16/10/2019','[' - Mức lương: 5.000.000 – 7.000.000 đ/tháng', ' - Được hưởng đầy đủ chế độ theo quy định']','- Sửa chữa bảo trì máy văn phòng: máy photocopy, máy in…'
'NHÂN VIÊN CÔNG NGHỆ THÔNG TIN/TRUYỀN THÔNG(Mã:CV2019-25366) ','TRUNG TÂM QUẢN LÝ KÝ TÚC XÁ ĐẠI HỌC QUỐC GIA-HCM','Ngày cập nhật: 22/11/2019','[' Lương:\xa08.000.000-12.000.000 đ/tháng', ' Trao đổi thêm khi phỏng vấn', ' Thời gian nhận người hết ngày 31/12/2019', ' Mọi chi tiết liên hệ: anh Sang', ' Phòng tổ chức hành chánh, trung tâm quản lý kí túc xá (khu A)', ' ĐC: Khu Phố Tân Lập, Phường Đông Hòa, Thị Xã Dĩ An, tỉnh Bình Dương', ' <u>ĐT\xa0028.38.973.921-0783.883.422', ' Ứng viên nộp hồ sơ trực tiếp hoặc gửi bằng bưu điện']',''
'MARKETING ONLINE/ BIÊN TẬP/ THIẾT KẾ ẢNH/ QUAY PHIM/ DỰNG PHIM(Mã:CV2020-25487) ','CTCP TREASURE BOX MEDIA','Ngày cập nhật: 25/02/2020','[]','- MARKETING ONLINE : 04 người , (7 - 10triệu/tháng, sáng tạo năng động, quản lý chịu trách nhiệm lên nội dung và ý tưởng  Fb, Fp, Ytb, Ing, Tiktok, có kiến thức nền tẳng về Marketing , có khả năng viết và diễn đạt tốt, biết chỉnh sửa hình ảnh và cắt clip là 1 lợi thế ). Ưu đãi : Lương + Thưởng theo KPI, ngày nghĩ theo luật lao động.'
'02 NỮ THIẾT KẾ ĐỒ HỌA - 02 KẾ TOÁN(Mã:CV2020-25736) ','CÔNG TY TNHH IN ẤN VÀ QUẢNG CÁO PHƯỢNG UYÊN','Ngày cập nhật: 27/10/2020','[' \xa0', ' \xa0']','02 Nữ Thiết kế đồ họa: Tốt nghiệp Trung cấp trở ;ên'
'BÁN HÀNG THIẾT BỊ VI TÍNH- NHÂN VIÊN IT(Mã:CV2020-25448) ','CỬA HÀNG VI TÍNH MAI GIA','Ngày cập nhật: 12/02/2020','[]',''
'ADMIN WEBSITE(Mã:CV2021-26088) ','CÔNG TY VH GOLF','Ngày cập nhật: 15/12/2021','[' - Mức lương thỏa thuận, bao ăn', ' - Được hưởng đầy đủ chế độ Bảo hiểm']','- Làm việc cho công ty chuyên phân phối gậy golf Nhật'
'KỸ SƯ XÂY DỰNG/ CHUYÊN VIÊN PHÁP CHẾ/ KẾ TOÁN TỔNG HỢP/ CHUYÊN VIÊN IT/ VĂN PHÒNG(Mã:CV2021-25997) ','CÔNG TY CỔ PHẦN ĐẦU TƯ TÂY TÂY NAM','Ngày cập nhật: 25/05/2021','[' - Được hưởng đầy đủ chế độ theo quy định']','- Làm việc cho công ty chuyên kinh doanh Bất động sản'
